sample_id,p1,p2,p3,p4,p5,type
476,0.0,0.0,0.0,-2.0,0.0,deterministic
477,0.0,0.0,0.0,-0.5,0.5,deterministic
478,0.0,0.0,0.0,-1.0,1.0,deterministic
479,0.0,0.0,0.0,-1.5,1.5,deterministic
480,0.0,0.0,0.0,-2.0,2.0,deterministic
481,0.0,0.0,0.0,0.0,-0.5,deterministic
482,0.0,0.0,0.0,0.0,-1.0,deterministic
483,0.0,0.0,0.0,0.0,-1.5,deterministic
484,0.0,0.0,0.0,0.0,-2.0,deterministic
485,0.0,0.0,0.0,0.0,0.0,deterministic
486,0.0,0.0,0.0,0.0,0.0,deterministic
487,0.0,0.0,0.0,0.0,0.0,deterministic
488,0.0,0.0,0.0,0.0,0.0,deterministic
489,0.0,0.0,0.0,0.0,0.5,deterministic
490,0.0,0.0,0.0,0.0,1.0,deterministic
491,0.0,0.0,0.0,0.0,1.5,deterministic
492,0.0,0.0,0.0,0.0,2.0,deterministic
493,0.0,0.0,0.0,0.5,-0.5,deterministic
494,0.0,0.0,0.0,1.0,-1.0,deterministic
495,0.0,0.0,0.0,1.5,-1.5,deterministic
496,0.0,0.0,0.0,2.0,-2.0,deterministic
497,0.0,0.0,0.0,0.5,0.0,deterministic
498,0.0,0.0,0.0,1.0,0.0,deterministic
499,0.0,0.0,0.0,1.5,0.0,deterministic
500,0.0,0.0,0.0,2.0,0.0,deterministic
501,0.0,0.0,0.0,0.5,0.5,deterministic
502,0.0,0.0,0.0,1.0,1.0,deterministic
503,0.0,0.0,0.0,1.5,1.5,deterministic
504,0.0,0.0,0.0,2.0,2.0,deterministic
505,0.0,0.0,0.5,-0.5,-0.5,deterministic
506,0.0,0.0,1.0,-1.0,-1.0,deterministic
507,0.0,0.0,1.5,-1.5,-1.5,deterministic
508,0.0,0.0,2.0,-2.0,-2.0,deterministic
509,0.0,0.0,0.5,-0.5,0.0,deterministic
510,0.0,0.0,1.0,-1.0,0.0,deterministic
511,0.0,0.0,1.5,-1.5,0.0,deterministic
512,0.0,0.0,2.0,-2.0,0.0,deterministic
513,0.0,0.0,0.5,-0.5,0.5,deterministic
514,0.0,0.0,1.0,-1.0,1.0,deterministic
515,0.0,0.0,1.5,-1.5,1.5,deterministic
516,0.0,0.0,2.0,-2.0,2.0,deterministic
517,0.0,0.0,0.5,0.0,-0.5,deterministic
518,0.0,0.0,1.0,0.0,-1.0,deterministic
519,0.0,0.0,1.5,0.0,-1.5,deterministic
520,0.0,0.0,2.0,0.0,-2.0,deterministic
521,0.0,0.0,0.5,0.0,0.0,deterministic
522,0.0,0.0,1.0,0.0,0.0,deterministic
523,0.0,0.0,1.5,0.0,0.0,deterministic
524,0.0,0.0,2.0,0.0,0.0,deterministic
525,0.0,0.0,0.5,0.0,0.5,deterministic
526,0.0,0.0,1.0,0.0,1.0,deterministic
527,0.0,0.0,1.5,0.0,1.5,deterministic
528,0.0,0.0,2.0,0.0,2.0,deterministic
529,0.0,0.0,0.5,0.5,-0.5,deterministic
530,0.0,0.0,1.0,1.0,-1.0,deterministic
531,0.0,0.0,1.5,1.5,-1.5,deterministic
532,0.0,0.0,2.0,2.0,-2.0,deterministic
533,0.0,0.0,0.5,0.5,0.0,deterministic
534,0.0,0.0,1.0,1.0,0.0,deterministic
535,0.0,0.0,1.5,1.5,0.0,deterministic
536,0.0,0.0,2.0,2.0,0.0,deterministic
537,0.0,0.0,0.5,0.5,0.5,deterministic
538,0.0,0.0,1.0,1.0,1.0,deterministic
539,0.0,0.0,1.5,1.5,1.5,deterministic
540,0.0,0.0,2.0,2.0,2.0,deterministic
541,0.0,0.5,-0.5,-0.5,-0.5,deterministic
542,0.0,1.0,-1.0,-1.0,-1.0,deterministic
543,0.0,1.5,-1.5,-1.5,-1.5,deterministic
544,0.0,2.0,-2.0,-2.0,-2.0,deterministic
545,0.0,0.5,-0.5,-0.5,0.0,deterministic
546,0.0,1.0,-1.0,-1.0,0.0,deterministic
547,0.0,1.5,-1.5,-1.5,0.0,deterministic
548,0.0,2.0,-2.0,-2.0,0.0,deterministic
549,0.0,0.5,-0.5,-0.5,0.5,deterministic
550,0.0,1.0,-1.0,-1.0,1.0,deterministic
551,0.0,1.5,-1.5,-1.5,1.5,deterministic
552,0.0,2.0,-2.0,-2.0,2.0,deterministic
553,0.0,0.5,-0.5,0.0,-0.5,deterministic
554,0.0,1.0,-1.0,0.0,-1.0,deterministic
555,0.0,1.5,-1.5,0.0,-1.5,deterministic
556,0.0,2.0,-2.0,0.0,-2.0,deterministic
557,0.0,0.5,-0.5,0.0,0.0,deterministic
558,0.0,1.0,-1.0,0.0,0.0,deterministic
559,0.0,1.5,-1.5,0.0,0.0,deterministic
560,0.0,2.0,-2.0,0.0,0.0,deterministic
561,0.0,0.5,-0.5,0.0,0.5,deterministic
562,0.0,1.0,-1.0,0.0,1.0,deterministic
563,0.0,1.5,-1.5,0.0,1.5,deterministic
564,0.0,2.0,-2.0,0.0,2.0,deterministic
565,0.0,0.5,-0.5,0.5,-0.5,deterministic
566,0.0,1.0,-1.0,1.0,-1.0,deterministic
567,0.0,1.5,-1.5,1.5,-1.5,deterministic
568,0.0,2.0,-2.0,2.0,-2.0,deterministic
569,0.0,0.5,-0.5,0.5,0.0,deterministic
570,0.0,1.0,-1.0,1.0,0.0,deterministic
571,0.0,1.5,-1.5,1.5,0.0,deterministic
572,0.0,2.0,-2.0,2.0,0.0,deterministic
573,0.0,0.5,-0.5,0.5,0.5,deterministic
574,0.0,1.0,-1.0,1.0,1.0,deterministic
575,0.0,1.5,-1.5,1.5,1.5,deterministic
576,0.0,2.0,-2.0,2.0,2.0,deterministic
577,0.0,0.5,0.0,-0.5,-0.5,deterministic
578,0.0,1.0,0.0,-1.0,-1.0,deterministic
579,0.0,1.5,0.0,-1.5,-1.5,deterministic
580,0.0,2.0,0.0,-2.0,-2.0,deterministic
581,0.0,0.5,0.0,-0.5,0.0,deterministic
582,0.0,1.0,0.0,-1.0,0.0,deterministic
583,0.0,1.5,0.0,-1.5,0.0,deterministic
584,0.0,2.0,0.0,-2.0,0.0,deterministic
585,0.0,0.5,0.0,-0.5,0.5,deterministic
586,0.0,1.0,0.0,-1.0,1.0,deterministic
587,0.0,1.5,0.0,-1.5,1.5,deterministic
588,0.0,2.0,0.0,-2.0,2.0,deterministic
589,0.0,0.5,0.0,0.0,-0.5,deterministic
590,0.0,1.0,0.0,0.0,-1.0,deterministic
591,0.0,1.5,0.0,0.0,-1.5,deterministic
592,0.0,2.0,0.0,0.0,-2.0,deterministic
593,0.0,0.5,0.0,0.0,0.0,deterministic
594,0.0,1.0,0.0,0.0,0.0,deterministic
595,0.0,1.5,0.0,0.0,0.0,deterministic
596,0.0,2.0,0.0,0.0,0.0,deterministic
597,0.0,0.5,0.0,0.0,0.5,deterministic
598,0.0,1.0,0.0,0.0,1.0,deterministic
599,0.0,1.5,0.0,0.0,1.5,deterministic
600,0.0,2.0,0.0,0.0,2.0,deterministic
601,0.0,0.5,0.0,0.5,-0.5,deterministic
602,0.0,1.0,0.0,1.0,-1.0,deterministic
603,0.0,1.5,0.0,1.5,-1.5,deterministic
604,0.0,2.0,0.0,2.0,-2.0,deterministic
605,0.0,0.5,0.0,0.5,0.0,deterministic
606,0.0,1.0,0.0,1.0,0.0,deterministic
607,0.0,1.5,0.0,1.5,0.0,deterministic
608,0.0,2.0,0.0,2.0,0.0,deterministic
609,0.0,0.5,0.0,0.5,0.5,deterministic
610,0.0,1.0,0.0,1.0,1.0,deterministic
611,0.0,1.5,0.0,1.5,1.5,deterministic
612,0.0,2.0,0.0,2.0,2.0,deterministic
613,0.0,0.5,0.5,-0.5,-0.5,deterministic
614,0.0,1.0,1.0,-1.0,-1.0,deterministic
615,0.0,1.5,1.5,-1.5,-1.5,deterministic
616,0.0,2.0,2.0,-2.0,-2.0,deterministic
617,0.0,0.5,0.5,-0.5,0.0,deterministic
618,0.0,1.0,1.0,-1.0,0.0,deterministic
619,0.0,1.5,1.5,-1.5,0.0,deterministic
620,0.0,2.0,2.0,-2.0,0.0,deterministic
621,0.0,0.5,0.5,-0.5,0.5,deterministic
622,0.0,1.0,1.0,-1.0,1.0,deterministic
623,0.0,1.5,1.5,-1.5,1.5,deterministic
624,0.0,2.0,2.0,-2.0,2.0,deterministic
625,0.0,0.5,0.5,0.0,-0.5,deterministic
626,0.0,1.0,1.0,0.0,-1.0,deterministic
627,0.0,1.5,1.5,0.0,-1.5,deterministic
628,0.0,2.0,2.0,0.0,-2.0,deterministic
629,0.0,0.5,0.5,0.0,0.0,deterministic
630,0.0,1.0,1.0,0.0,0.0,deterministic
631,0.0,1.5,1.5,0.0,0.0,deterministic
632,0.0,2.0,2.0,0.0,0.0,deterministic
633,0.0,0.5,0.5,0.0,0.5,deterministic
634,0.0,1.0,1.0,0.0,1.0,deterministic
635,0.0,1.5,1.5,0.0,1.5,deterministic
636,0.0,2.0,2.0,0.0,2.0,deterministic
637,0.0,0.5,0.5,0.5,-0.5,deterministic
638,0.0,1.0,1.0,1.0,-1.0,deterministic
639,0.0,1.5,1.5,1.5,-1.5,deterministic
640,0.0,2.0,2.0,2.0,-2.0,deterministic
641,0.0,0.5,0.5,0.5,0.0,deterministic
642,0.0,1.0,1.0,1.0,0.0,deterministic
643,0.0,1.5,1.5,1.5,0.0,deterministic
644,0.0,2.0,2.0,2.0,0.0,deterministic
645,0.0,0.5,0.5,0.5,0.5,deterministic
646,0.0,1.0,1.0,1.0,1.0,deterministic
647,0.0,1.5,1.5,1.5,1.5,deterministic
648,0.0,2.0,2.0,2.0,2.0,deterministic
649,0.5,-0.5,-0.5,-0.5,-0.5,deterministic
650,1.0,-1.0,-1.0,-1.0,-1.0,deterministic
651,1.5,-1.5,-1.5,-1.5,-1.5,deterministic
652,2.0,-2.0,-2.0,-2.0,-2.0,deterministic
653,0.5,-0.5,-0.5,-0.5,0.0,deterministic
654,1.0,-1.0,-1.0,-1.0,0.0,deterministic
655,1.5,-1.5,-1.5,-1.5,0.0,deterministic
656,2.0,-2.0,-2.0,-2.0,0.0,deterministic
657,0.5,-0.5,-0.5,-0.5,0.5,deterministic
658,1.0,-1.0,-1.0,-1.0,1.0,deterministic
659,1.5,-1.5,-1.5,-1.5,1.5,deterministic
660,2.0,-2.0,-2.0,-2.0,2.0,deterministic
661,0.5,-0.5,-0.5,0.0,-0.5,deterministic
662,1.0,-1.0,-1.0,0.0,-1.0,deterministic
663,1.5,-1.5,-1.5,0.0,-1.5,deterministic
664,2.0,-2.0,-2.0,0.0,-2.0,deterministic
665,0.5,-0.5,-0.5,0.0,0.0,deterministic
666,1.0,-1.0,-1.0,0.0,0.0,deterministic
667,1.5,-1.5,-1.5,0.0,0.0,deterministic
668,2.0,-2.0,-2.0,0.0,0.0,deterministic
669,0.5,-0.5,-0.5,0.0,0.5,deterministic
670,1.0,-1.0,-1.0,0.0,1.0,deterministic
671,1.5,-1.5,-1.5,0.0,1.5,deterministic
672,2.0,-2.0,-2.0,0.0,2.0,deterministic
673,0.5,-0.5,-0.5,0.5,-0.5,deterministic
674,1.0,-1.0,-1.0,1.0,-1.0,deterministic
675,1.5,-1.5,-1.5,1.5,-1.5,deterministic
676,2.0,-2.0,-2.0,2.0,-2.0,deterministic
677,0.5,-0.5,-0.5,0.5,0.0,deterministic
678,1.0,-1.0,-1.0,1.0,0.0,deterministic
679,1.5,-1.5,-1.5,1.5,0.0,deterministic
680,2.0,-2.0,-2.0,2.0,0.0,deterministic
681,0.5,-0.5,-0.5,0.5,0.5,deterministic
682,1.0,-1.0,-1.0,1.0,1.0,deterministic
683,1.5,-1.5,-1.5,1.5,1.5,deterministic
684,2.0,-2.0,-2.0,2.0,2.0,deterministic
685,0.5,-0.5,0.0,-0.5,-0.5,deterministic
686,1.0,-1.0,0.0,-1.0,-1.0,deterministic
687,1.5,-1.5,0.0,-1.5,-1.5,deterministic
688,2.0,-2.0,0.0,-2.0,-2.0,deterministic
689,0.5,-0.5,0.0,-0.5,0.0,deterministic
690,1.0,-1.0,0.0,-1.0,0.0,deterministic
691,1.5,-1.5,0.0,-1.5,0.0,deterministic
692,2.0,-2.0,0.0,-2.0,0.0,deterministic
693,0.5,-0.5,0.0,-0.5,0.5,deterministic
694,1.0,-1.0,0.0,-1.0,1.0,deterministic
695,1.5,-1.5,0.0,-1.5,1.5,deterministic
696,2.0,-2.0,0.0,-2.0,2.0,deterministic
697,0.5,-0.5,0.0,0.0,-0.5,deterministic
698,1.0,-1.0,0.0,0.0,-1.0,deterministic
699,1.5,-1.5,0.0,0.0,-1.5,deterministic
700,2.0,-2.0,0.0,0.0,-2.0,deterministic
701,0.5,-0.5,0.0,0.0,0.0,deterministic
702,1.0,-1.0,0.0,0.0,0.0,deterministic
703,1.5,-1.5,0.0,0.0,0.0,deterministic
704,2.0,-2.0,0.0,0.0,0.0,deterministic
705,0.5,-0.5,0.0,0.0,0.5,deterministic
706,1.0,-1.0,0.0,0.0,1.0,deterministic
707,1.5,-1.5,0.0,0.0,1.5,deterministic
708,2.0,-2.0,0.0,0.0,2.0,deterministic
709,0.5,-0.5,0.0,0.5,-0.5,deterministic
710,1.0,-1.0,0.0,1.0,-1.0,deterministic
711,1.5,-1.5,0.0,1.5,-1.5,deterministic
712,2.0,-2.0,0.0,2.0,-2.0,deterministic
713,0.5,-0.5,0.0,0.5,0.0,deterministic
714,1.0,-1.0,0.0,1.0,0.0,deterministic
715,1.5,-1.5,0.0,1.5,0.0,deterministic
716,2.0,-2.0,0.0,2.0,0.0,deterministic
717,0.5,-0.5,0.0,0.5,0.5,deterministic
718,1.0,-1.0,0.0,1.0,1.0,deterministic
719,1.5,-1.5,0.0,1.5,1.5,deterministic
720,2.0,-2.0,0.0,2.0,2.0,deterministic
721,0.5,-0.5,0.5,-0.5,-0.5,deterministic
722,1.0,-1.0,1.0,-1.0,-1.0,deterministic
723,1.5,-1.5,1.5,-1.5,-1.5,deterministic
724,2.0,-2.0,2.0,-2.0,-2.0,deterministic
725,0.5,-0.5,0.5,-0.5,0.0,deterministic
726,1.0,-1.0,1.0,-1.0,0.0,deterministic
727,1.5,-1.5,1.5,-1.5,0.0,deterministic
728,2.0,-2.0,2.0,-2.0,0.0,deterministic
729,0.5,-0.5,0.5,-0.5,0.5,deterministic
730,1.0,-1.0,1.0,-1.0,1.0,deterministic
731,1.5,-1.5,1.5,-1.5,1.5,deterministic
732,2.0,-2.0,2.0,-2.0,2.0,deterministic
733,0.5,-0.5,0.5,0.0,-0.5,deterministic
734,1.0,-1.0,1.0,0.0,-1.0,deterministic
735,1.5,-1.5,1.5,0.0,-1.5,deterministic
736,2.0,-2.0,2.0,0.0,-2.0,deterministic
737,0.5,-0.5,0.5,0.0,0.0,deterministic
738,1.0,-1.0,1.0,0.0,0.0,deterministic
739,1.5,-1.5,1.5,0.0,0.0,deterministic
740,2.0,-2.0,2.0,0.0,0.0,deterministic
741,0.5,-0.5,0.5,0.0,0.5,deterministic
742,1.0,-1.0,1.0,0.0,1.0,deterministic
743,1.5,-1.5,1.5,0.0,1.5,deterministic
744,2.0,-2.0,2.0,0.0,2.0,deterministic
745,0.5,-0.5,0.5,0.5,-0.5,deterministic
746,1.0,-1.0,1.0,1.0,-1.0,deterministic
747,1.5,-1.5,1.5,1.5,-1.5,deterministic
748,2.0,-2.0,2.0,2.0,-2.0,deterministic
749,0.5,-0.5,0.5,0.5,0.0,deterministic
750,1.0,-1.0,1.0,1.0,0.0,deterministic
751,1.5,-1.5,1.5,1.5,0.0,deterministic
752,2.0,-2.0,2.0,2.0,0.0,deterministic
753,0.5,-0.5,0.5,0.5,0.5,deterministic
754,1.0,-1.0,1.0,1.0,1.0,deterministic
755,1.5,-1.5,1.5,1.5,1.5,deterministic
756,2.0,-2.0,2.0,2.0,2.0,deterministic
757,0.5,0.0,-0.5,-0.5,-0.5,deterministic
758,1.0,0.0,-1.0,-1.0,-1.0,deterministic
759,1.5,0.0,-1.5,-1.5,-1.5,deterministic
760,2.0,0.0,-2.0,-2.0,-2.0,deterministic
761,0.5,0.0,-0.5,-0.5,0.0,deterministic
762,1.0,0.0,-1.0,-1.0,0.0,deterministic
763,1.5,0.0,-1.5,-1.5,0.0,deterministic
764,2.0,0.0,-2.0,-2.0,0.0,deterministic
765,0.5,0.0,-0.5,-0.5,0.5,deterministic
766,1.0,0.0,-1.0,-1.0,1.0,deterministic
767,1.5,0.0,-1.5,-1.5,1.5,deterministic
768,2.0,0.0,-2.0,-2.0,2.0,deterministic
769,0.5,0.0,-0.5,0.0,-0.5,deterministic
770,1.0,0.0,-1.0,0.0,-1.0,deterministic
771,1.5,0.0,-1.5,0.0,-1.5,deterministic
772,2.0,0.0,-2.0,0.0,-2.0,deterministic
773,0.5,0.0,-0.5,0.0,0.0,deterministic
774,1.0,0.0,-1.0,0.0,0.0,deterministic
775,1.5,0.0,-1.5,0.0,0.0,deterministic
776,2.0,0.0,-2.0,0.0,0.0,deterministic
777,0.5,0.0,-0.5,0.0,0.5,deterministic
778,1.0,0.0,-1.0,0.0,1.0,deterministic
779,1.5,0.0,-1.5,0.0,1.5,deterministic
780,2.0,0.0,-2.0,0.0,2.0,deterministic
781,0.5,0.0,-0.5,0.5,-0.5,deterministic
782,1.0,0.0,-1.0,1.0,-1.0,deterministic
783,1.5,0.0,-1.5,1.5,-1.5,deterministic
784,2.0,0.0,-2.0,2.0,-2.0,deterministic
785,0.5,0.0,-0.5,0.5,0.0,deterministic
786,1.0,0.0,-1.0,1.0,0.0,deterministic
787,1.5,0.0,-1.5,1.5,0.0,deterministic
788,2.0,0.0,-2.0,2.0,0.0,deterministic
789,0.5,0.0,-0.5,0.5,0.5,deterministic
790,1.0,0.0,-1.0,1.0,1.0,deterministic
791,1.5,0.0,-1.5,1.5,1.5,deterministic
792,2.0,0.0,-2.0,2.0,2.0,deterministic
793,0.5,0.0,0.0,-0.5,-0.5,deterministic
794,1.0,0.0,0.0,-1.0,-1.0,deterministic
795,1.5,0.0,0.0,-1.5,-1.5,deterministic
796,2.0,0.0,0.0,-2.0,-2.0,deterministic
797,0.5,0.0,0.0,-0.5,0.0,deterministic
798,1.0,0.0,0.0,-1.0,0.0,deterministic
799,1.5,0.0,0.0,-1.5,0.0,deterministic
800,2.0,0.0,0.0,-2.0,0.0,deterministic
801,0.5,0.0,0.0,-0.5,0.5,deterministic
802,1.0,0.0,0.0,-1.0,1.0,deterministic
803,1.5,0.0,0.0,-1.5,1.5,deterministic
804,2.0,0.0,0.0,-2.0,2.0,deterministic
805,0.5,0.0,0.0,0.0,-0.5,deterministic
806,1.0,0.0,0.0,0.0,-1.0,deterministic
807,1.5,0.0,0.0,0.0,-1.5,deterministic
808,2.0,0.0,0.0,0.0,-2.0,deterministic
809,0.5,0.0,0.0,0.0,0.0,deterministic
810,1.0,0.0,0.0,0.0,0.0,deterministic
811,1.5,0.0,0.0,0.0,0.0,deterministic
812,2.0,0.0,0.0,0.0,0.0,deterministic
813,0.5,0.0,0.0,0.0,0.5,deterministic
814,1.0,0.0,0.0,0.0,1.0,deterministic
815,1.5,0.0,0.0,0.0,1.5,deterministic
816,2.0,0.0,0.0,0.0,2.0,deterministic
817,0.5,0.0,0.0,0.5,-0.5,deterministic
818,1.0,0.0,0.0,1.0,-1.0,deterministic
819,1.5,0.0,0.0,1.5,-1.5,deterministic
820,2.0,0.0,0.0,2.0,-2.0,deterministic
821,0.5,0.0,0.0,0.5,0.0,deterministic
822,1.0,0.0,0.0,1.0,0.0,deterministic
823,1.5,0.0,0.0,1.5,0.0,deterministic
824,2.0,0.0,0.0,2.0,0.0,deterministic
825,0.5,0.0,0.0,0.5,0.5,deterministic
826,1.0,0.0,0.0,1.0,1.0,deterministic
827,1.5,0.0,0.0,1.5,1.5,deterministic
828,2.0,0.0,0.0,2.0,2.0,deterministic
829,0.5,0.0,0.5,-0.5,-0.5,deterministic
830,1.0,0.0,1.0,-1.0,-1.0,deterministic
831,1.5,0.0,1.5,-1.5,-1.5,deterministic
832,2.0,0.0,2.0,-2.0,-2.0,deterministic
833,0.5,0.0,0.5,-0.5,0.0,deterministic
834,1.0,0.0,1.0,-1.0,0.0,deterministic
835,1.5,0.0,1.5,-1.5,0.0,deterministic
836,2.0,0.0,2.0,-2.0,0.0,deterministic
837,0.5,0.0,0.5,-0.5,0.5,deterministic
838,1.0,0.0,1.0,-1.0,1.0,deterministic
839,1.5,0.0,1.5,-1.5,1.5,deterministic
840,2.0,0.0,2.0,-2.0,2.0,deterministic
841,0.5,0.0,0.5,0.0,-0.5,deterministic
842,1.0,0.0,1.0,0.0,-1.0,deterministic
843,1.5,0.0,1.5,0.0,-1.5,deterministic
844,2.0,0.0,2.0,0.0,-2.0,deterministic
845,0.5,0.0,0.5,0.0,0.0,deterministic
846,1.0,0.0,1.0,0.0,0.0,deterministic
847,1.5,0.0,1.5,0.0,0.0,deterministic
848,2.0,0.0,2.0,0.0,0.0,deterministic
849,0.5,0.0,0.5,0.0,0.5,deterministic
850,1.0,0.0,1.0,0.0,1.0,deterministic
851,1.5,0.0,1.5,0.0,1.5,deterministic
852,2.0,0.0,2.0,0.0,2.0,deterministic
853,0.5,0.0,0.5,0.5,-0.5,deterministic
854,1.0,0.0,1.0,1.0,-1.0,deterministic
855,1.5,0.0,1.5,1.5,-1.5,deterministic
856,2.0,0.0,2.0,2.0,-2.0,deterministic
857,0.5,0.0,0.5,0.5,0.0,deterministic
858,1.0,0.0,1.0,1.0,0.0,deterministic
859,1.5,0.0,1.5,1.5,0.0,deterministic
860,2.0,0.0,2.0,2.0,0.0,deterministic
861,0.5,0.0,0.5,0.5,0.5,deterministic
862,1.0,0.0,1.0,1.0,1.0,deterministic
863,1.5,0.0,1.5,1.5,1.5,deterministic
864,2.0,0.0,2.0,2.0,2.0,deterministic
865,0.5,0.5,-0.5,-0.5,-0.5,deterministic
866,1.0,1.0,-1.0,-1.0,-1.0,deterministic
867,1.5,1.5,-1.5,-1.5,-1.5,deterministic
868,2.0,2.0,-2.0,-2.0,-2.0,deterministic
869,0.5,0.5,-0.5,-0.5,0.0,deterministic
870,1.0,1.0,-1.0,-1.0,0.0,deterministic
871,1.5,1.5,-1.5,-1.5,0.0,deterministic
872,2.0,2.0,-2.0,-2.0,0.0,deterministic
873,0.5,0.5,-0.5,-0.5,0.5,deterministic
874,1.0,1.0,-1.0,-1.0,1.0,deterministic
875,1.5,1.5,-1.5,-1.5,1.5,deterministic
876,2.0,2.0,-2.0,-2.0,2.0,deterministic
877,0.5,0.5,-0.5,0.0,-0.5,deterministic
878,1.0,1.0,-1.0,0.0,-1.0,deterministic
879,1.5,1.5,-1.5,0.0,-1.5,deterministic
880,2.0,2.0,-2.0,0.0,-2.0,deterministic
881,0.5,0.5,-0.5,0.0,0.0,deterministic
882,1.0,1.0,-1.0,0.0,0.0,deterministic
883,1.5,1.5,-1.5,0.0,0.0,deterministic
884,2.0,2.0,-2.0,0.0,0.0,deterministic
885,0.5,0.5,-0.5,0.0,0.5,deterministic
886,1.0,1.0,-1.0,0.0,1.0,deterministic
887,1.5,1.5,-1.5,0.0,1.5,deterministic
888,2.0,2.0,-2.0,0.0,2.0,deterministic
889,0.5,0.5,-0.5,0.5,-0.5,deterministic
890,1.0,1.0,-1.0,1.0,-1.0,deterministic
891,1.5,1.5,-1.5,1.5,-1.5,deterministic
892,2.0,2.0,-2.0,2.0,-2.0,deterministic
893,0.5,0.5,-0.5,0.5,0.0,deterministic
894,1.0,1.0,-1.0,1.0,0.0,deterministic
895,1.5,1.5,-1.5,1.5,0.0,deterministic
896,2.0,2.0,-2.0,2.0,0.0,deterministic
897,0.5,0.5,-0.5,0.5,0.5,deterministic
898,1.0,1.0,-1.0,1.0,1.0,deterministic
899,1.5,1.5,-1.5,1.5,1.5,deterministic
900,2.0,2.0,-2.0,2.0,2.0,deterministic
901,0.5,0.5,0.0,-0.5,-0.5,deterministic
902,1.0,1.0,0.0,-1.0,-1.0,deterministic
903,1.5,1.5,0.0,-1.5,-1.5,deterministic
904,2.0,2.0,0.0,-2.0,-2.0,deterministic
905,0.5,0.5,0.0,-0.5,0.0,deterministic
906,1.0,1.0,0.0,-1.0,0.0,deterministic
907,1.5,1.5,0.0,-1.5,0.0,deterministic
908,2.0,2.0,0.0,-2.0,0.0,deterministic
909,0.5,0.5,0.0,-0.5,0.5,deterministic
910,1.0,1.0,0.0,-1.0,1.0,deterministic
911,1.5,1.5,0.0,-1.5,1.5,deterministic
912,2.0,2.0,0.0,-2.0,2.0,deterministic
913,0.5,0.5,0.0,0.0,-0.5,deterministic
914,1.0,1.0,0.0,0.0,-1.0,deterministic
915,1.5,1.5,0.0,0.0,-1.5,deterministic
916,2.0,2.0,0.0,0.0,-2.0,deterministic
917,0.5,0.5,0.0,0.0,0.0,deterministic
918,1.0,1.0,0.0,0.0,0.0,deterministic
919,1.5,1.5,0.0,0.0,0.0,deterministic
920,2.0,2.0,0.0,0.0,0.0,deterministic
921,0.5,0.5,0.0,0.0,0.5,deterministic
922,1.0,1.0,0.0,0.0,1.0,deterministic
923,1.5,1.5,0.0,0.0,1.5,deterministic
924,2.0,2.0,0.0,0.0,2.0,deterministic
925,0.5,0.5,0.0,0.5,-0.5,deterministic
926,1.0,1.0,0.0,1.0,-1.0,deterministic
927,1.5,1.5,0.0,1.5,-1.5,deterministic
928,2.0,2.0,0.0,2.0,-2.0,deterministic
929,0.5,0.5,0.0,0.5,0.0,deterministic
930,1.0,1.0,0.0,1.0,0.0,deterministic
931,1.5,1.5,0.0,1.5,0.0,deterministic
932,2.0,2.0,0.0,2.0,0.0,deterministic
933,0.5,0.5,0.0,0.5,0.5,deterministic
934,1.0,1.0,0.0,1.0,1.0,deterministic
935,1.5,1.5,0.0,1.5,1.5,deterministic
936,2.0,2.0,0.0,2.0,2.0,deterministic
937,0.5,0.5,0.5,-0.5,-0.5,deterministic
938,1.0,1.0,1.0,-1.0,-1.0,deterministic
939,1.5,1.5,1.5,-1.5,-1.5,deterministic
940,2.0,2.0,2.0,-2.0,-2.0,deterministic
941,0.5,0.5,0.5,-0.5,0.0,deterministic
942,1.0,1.0,1.0,-1.0,0.0,deterministic
943,1.5,1.5,1.5,-1.5,0.0,deterministic
944,2.0,2.0,2.0,-2.0,0.0,deterministic
945,0.5,0.5,0.5,-0.5,0.5,deterministic
946,1.0,1.0,1.0,-1.0,1.0,deterministic
947,1.5,1.5,1.5,-1.5,1.5,deterministic
948,2.0,2.0,2.0,-2.0,2.0,deterministic
949,0.5,0.5,0.5,0.0,-0.5,deterministic
950,1.0,1.0,1.0,0.0,-1.0,deterministic
951,1.5,1.5,1.5,0.0,-1.5,deterministic
952,2.0,2.0,2.0,0.0,-2.0,deterministic
953,0.5,0.5,0.5,0.0,0.0,deterministic
954,1.0,1.0,1.0,0.0,0.0,deterministic
955,1.5,1.5,1.5,0.0,0.0,deterministic
956,2.0,2.0,2.0,0.0,0.0,deterministic
957,0.5,0.5,0.5,0.0,0.5,deterministic
958,1.0,1.0,1.0,0.0,1.0,deterministic
959,1.5,1.5,1.5,0.0,1.5,deterministic
960,2.0,2.0,2.0,0.0,2.0,deterministic
961,0.5,0.5,0.5,0.5,-0.5,deterministic
962,1.0,1.0,1.0,1.0,-1.0,deterministic
963,1.5,1.5,1.5,1.5,-1.5,deterministic
964,2.0,2.0,2.0,2.0,-2.0,deterministic
965,0.5,0.5,0.5,0.5,0.0,deterministic
966,1.0,1.0,1.0,1.0,0.0,deterministic
967,1.5,1.5,1.5,1.5,0.0,deterministic
968,2.0,2.0,2.0,2.0,0.0,deterministic
969,0.5,0.5,0.5,0.5,0.5,deterministic
970,1.0,1.0,1.0,1.0,1.0,deterministic
971,1.5,1.5,1.5,1.5,1.5,deterministic
